clinic_location,appointment_date,hour_of_day,scheduled_appointments,attended_appointments,completed_appointments,avg_wait_time_minutes,walked_out_appointments,providers_scheduled,appointments_per_provider
Northside,2026-03-18,7,1,1,1,6.0,0,0,
Northside,2026-03-18,8,3,3,3,0.0,0,2,1.5
Northside,2026-03-18,9,6,6,6,0.0,0,3,2.0
Northside,2026-03-18,10,9,6,5,0.0,1,3,2.0
Northside,2026-03-18,11,5,4,4,0.0,0,3,1.33
Northside,2026-03-18,12,2,2,2,0.0,0,3,0.67
Northside,2026-03-18,13,1,1,1,0.0,0,3,0.33
Northside,2026-03-18,14,13,13,12,5.33,1,3,4.33
Northside,2026-03-18,15,6,6,5,4.2,1,3,2.0
Northside,2026-03-18,16,3,3,3,0.0,0,3,1.0
Northside,2026-03-19,8,2,2,2,0.0,0,2,1.0
Northside,2026-03-19,9,9,8,8,2.75,0,3,2.67
Northside,2026-03-19,10,7,6,5,8.8,1,3,2.0
Northside,2026-03-19,11,6,6,6,3.0,0,3,2.0
Northside,2026-03-19,12,4,4,4,0.0,0,3,1.33
Northside,2026-03-19,14,5,5,4,0.0,1,3,1.67
Northside,2026-03-19,15,4,4,4,1.0,0,3,1.33
Northside,2026-03-19,16,5,5,5,0.0,0,3,1.67
Northside,2026-03-20,8,2,2,2,0.0,0,2,1.0
Northside,2026-03-20,9,4,4,4,0.5,0,3,1.33
Northside,2026-03-20,10,4,3,3,0.0,0,3,1.0
Northside,2026-03-20,11,7,7,7,4.43,0,3,2.33
Northside,2026-03-20,12,3,3,3,0.0,0,3,1.0
Northside,2026-03-20,13,2,1,1,0.0,0,3,0.33
Northside,2026-03-20,14,6,4,4,0.0,0,3,1.33
Northside,2026-03-20,15,5,5,5,0.0,0,3,1.67
Northside,2026-03-20,16,2,2,2,0.0,0,3,0.67
Northside,2026-03-21,7,1,1,1,3.0,0,0,
Northside,2026-03-21,8,6,4,4,10.25,0,2,2.0
Northside,2026-03-21,9,14,13,13,16.77,0,3,4.33
Northside,2026-03-21,10,12,11,11,27.55,0,3,3.67
Northside,2026-03-21,11,10,9,7,38.43,2,3,3.0
Northside,2026-03-21,12,1,0,0,,0,3,0.0
Northside,2026-03-23,8,2,2,2,0.0,0,2,1.0
Northside,2026-03-23,9,9,7,7,7.71,0,3,2.33
Northside,2026-03-23,10,7,5,5,12.8,0,3,1.67
Northside,2026-03-23,11,6,6,6,0.33,0,3,2.0
Northside,2026-03-23,12,6,5,5,0.0,0,3,1.67
Northside,2026-03-23,13,5,5,4,1.25,1,3,1.67
Northside,2026-03-23,14,5,5,5,0.0,0,3,1.67
Northside,2026-03-23,15,10,9,8,0.62,1,3,3.0
Northside,2026-03-23,16,2,2,2,0.0,0,3,0.67
Northside,2026-03-24,8,3,3,3,0.0,0,2,1.5
Northside,2026-03-24,9,8,6,5,2.6,1,3,2.0
Northside,2026-03-24,10,6,4,4,0.0,0,3,1.33
Northside,2026-03-24,11,7,7,7,0.0,0,3,2.33
Northside,2026-03-24,12,1,1,1,0.0,0,3,0.33
Northside,2026-03-24,13,3,2,2,0.0,0,3,0.67
Northside,2026-03-24,14,5,5,5,0.2,0,3,1.67
Northside,2026-03-24,15,4,4,4,0.0,0,3,1.33
Northside,2026-03-24,16,4,4,3,0.0,1,3,1.33
Northside,2026-03-25,8,4,4,4,1.75,0,2,2.0
Northside,2026-03-25,9,8,7,7,2.86,0,3,2.33
Northside,2026-03-25,10,12,9,9,7.0,0,3,3.0
Northside,2026-03-25,11,7,6,6,1.17,0,3,2.0
Northside,2026-03-25,12,1,1,1,0.0,0,3,0.33
Northside,2026-03-25,13,1,1,1,0.0,0,3,0.33
Northside,2026-03-25,14,5,4,4,0.0,0,3,1.33
Northside,2026-03-25,15,6,6,6,0.0,0,3,2.0
Northside,2026-03-25,16,3,3,3,0.0,0,3,1.0
Northside,2026-03-26,8,4,3,3,0.0,0,2,1.5
Northside,2026-03-26,9,3,3,3,0.0,0,3,1.0
Northside,2026-03-26,10,6,5,5,2.2,0,3,1.67
Northside,2026-03-26,11,3,3,3,0.0,0,3,1.0
Northside,2026-03-26,12,4,4,4,0.0,0,3,1.33
Northside,2026-03-26,13,5,4,4,0.0,0,3,1.33
Northside,2026-03-26,14,6,6,6,12.5,0,3,2.0
Northside,2026-03-26,15,4,3,3,8.0,0,3,1.0
Northside,2026-03-26,16,4,4,4,0.0,0,3,1.33
Northside,2026-03-27,8,2,2,2,0.0,0,2,1.0
Northside,2026-03-27,9,8,8,8,1.38,0,3,2.67
Northside,2026-03-27,10,7,7,7,0.86,0,3,2.33
Northside,2026-03-27,11,9,9,9,3.0,0,3,3.0
Northside,2026-03-27,12,3,3,3,0.33,0,3,1.0
Northside,2026-03-27,13,7,7,7,1.14,0,3,2.33
Northside,2026-03-27,14,5,5,5,0.4,0,3,1.67
Northside,2026-03-27,15,6,5,4,0.0,1,3,1.67
Northside,2026-03-27,16,5,5,5,0.4,0,3,1.67
Northside,2026-03-28,7,1,1,1,11.0,0,0,
Northside,2026-03-28,8,1,1,1,0.0,0,2,0.5
Northside,2026-03-28,9,4,2,2,0.0,0,3,0.67
Northside,2026-03-28,10,11,10,9,0.44,1,3,3.33
Northside,2026-03-28,11,7,7,7,5.0,0,3,2.33
Northside,2026-03-28,12,2,1,1,0.0,0,3,0.33
Northside,2026-03-30,7,2,2,2,1.5,0,0,
Northside,2026-03-30,8,4,2,2,0.0,0,2,1.0
Northside,2026-03-30,9,4,4,4,0.0,0,3,1.33
Northside,2026-03-30,10,11,9,8,3.0,1,3,3.0
Northside,2026-03-30,11,6,3,3,0.67,0,3,1.0
Northside,2026-03-30,12,3,1,1,0.0,0,3,0.33
Northside,2026-03-30,13,3,3,3,0.0,0,3,1.0
Northside,2026-03-30,14,5,5,5,0.0,0,3,1.67
Northside,2026-03-30,15,6,6,6,0.0,0,3,2.0
Northside,2026-03-30,16,5,5,5,0.0,0,3,1.67
Northside,2026-03-31,7,1,1,1,10.0,0,0,
Northside,2026-03-31,8,2,2,2,0.0,0,2,1.0
Northside,2026-03-31,9,5,5,5,0.0,0,3,1.67
Northside,2026-03-31,10,8,5,5,0.0,0,3,1.67
Northside,2026-03-31,11,5,5,5,0.0,0,3,1.67
Northside,2026-03-31,12,3,3,3,0.0,0,3,1.0
Northside,2026-03-31,13,3,3,3,0.0,0,3,1.0
Northside,2026-03-31,14,3,2,2,0.0,0,3,0.67
Northside,2026-03-31,15,6,6,6,6.5,0,3,2.0
Northside,2026-03-31,16,3,3,3,0.0,0,3,1.0
Northside,2026-04-01,8,4,3,3,0.0,0,2,1.5
Northside,2026-04-01,9,6,5,5,0.0,0,3,1.67
Northside,2026-04-01,10,9,9,8,2.62,1,3,3.0
Northside,2026-04-01,11,5,5,5,3.4,0,3,1.67
Northside,2026-04-01,12,2,2,2,0.0,0,3,0.67
Northside,2026-04-01,13,1,1,1,0.0,0,3,0.33
Northside,2026-04-01,14,4,4,4,1.75,0,3,1.33
Northside,2026-04-01,15,5,5,5,0.6,0,3,1.67
Northside,2026-04-01,16,2,2,2,0.0,0,3,0.67
Northside,2026-04-02,8,2,2,2,0.0,0,2,1.0
Northside,2026-04-02,9,7,7,7,1.14,0,3,2.33
Northside,2026-04-02,10,10,9,9,1.56,0,3,3.0
Northside,2026-04-02,11,3,2,2,0.0,0,3,0.67
Northside,2026-04-02,12,4,4,3,0.0,1,3,1.33
Northside,2026-04-02,13,2,2,2,0.0,0,3,0.67
Northside,2026-04-02,14,7,7,7,1.14,0,3,2.33
Northside,2026-04-02,15,4,4,4,1.5,0,3,1.33
Northside,2026-04-02,16,4,4,4,0.0,0,3,1.33
Northside,2026-04-03,7,1,1,1,14.0,0,0,
Northside,2026-04-03,9,6,4,3,0.0,1,3,1.33
Northside,2026-04-03,10,12,11,11,3.45,0,3,3.67
Northside,2026-04-03,11,4,4,4,2.0,0,3,1.33
Northside,2026-04-03,12,4,4,4,0.0,0,3,1.33
Northside,2026-04-03,13,5,5,4,0.0,1,3,1.67
Northside,2026-04-03,14,4,4,4,0.0,0,3,1.33
Northside,2026-04-03,15,6,6,6,0.0,0,3,2.0
Northside,2026-04-03,16,4,4,4,0.0,0,3,1.33
Northside,2026-04-04,8,4,4,4,2.25,0,2,2.0
Northside,2026-04-04,9,7,5,5,2.4,0,3,1.67
Northside,2026-04-04,10,6,5,5,0.0,0,3,1.67
Northside,2026-04-04,11,4,3,3,0.0,0,3,1.0
Northside,2026-04-04,12,1,1,1,0.0,0,3,0.33
Northside,2026-04-06,9,5,5,5,0.0,0,3,1.67
Northside,2026-04-06,10,3,3,2,0.0,1,3,1.0
Northside,2026-04-06,11,7,6,6,0.0,0,3,2.0
Northside,2026-04-06,12,3,2,2,0.0,0,3,0.67
Northside,2026-04-06,13,4,4,3,0.0,1,3,1.33
Northside,2026-04-06,14,6,5,5,0.0,0,3,1.67
Northside,2026-04-06,15,12,9,8,0.38,1,3,3.0
Northside,2026-04-06,16,4,4,4,0.0,0,3,1.33
Northside,2026-04-06,17,1,1,1,0.0,0,0,
Northside,2026-04-07,8,1,1,1,0.0,0,2,0.5
Northside,2026-04-07,9,4,4,3,0.0,1,3,1.33
Northside,2026-04-07,10,9,9,9,4.0,0,3,3.0
Northside,2026-04-07,11,8,8,8,0.88,0,3,2.67
Northside,2026-04-07,12,6,5,4,0.0,1,3,1.67
Northside,2026-04-07,13,1,1,0,,1,3,0.33
Northside,2026-04-07,14,8,7,7,2.43,0,3,2.33
Northside,2026-04-07,15,10,10,10,2.7,0,3,3.33
Northside,2026-04-07,16,3,2,2,0.0,0,3,0.67
Northside,2026-04-08,7,2,2,2,11.0,0,0,
Northside,2026-04-08,8,1,1,1,0.0,0,2,0.5
Northside,2026-04-08,9,4,3,3,0.0,0,3,1.0
Northside,2026-04-08,10,3,3,3,0.0,0,3,1.0
Northside,2026-04-08,11,8,8,8,1.75,0,3,2.67
Northside,2026-04-08,12,4,4,3,0.0,1,3,1.33
Northside,2026-04-08,13,7,7,6,0.0,1,3,2.33
Northside,2026-04-08,14,5,5,5,0.8,0,3,1.67
Northside,2026-04-08,15,5,5,5,1.8,0,3,1.67
Northside,2026-04-08,16,8,8,7,2.29,1,3,2.67
Northside,2026-04-09,8,2,2,2,0.0,0,2,1.0
Northside,2026-04-09,9,4,3,3,0.0,0,3,1.0
Northside,2026-04-09,10,8,7,7,5.14,0,3,2.33
Northside,2026-04-09,11,5,5,5,0.0,0,3,1.67
Northside,2026-04-09,12,4,4,4,0.0,0,3,1.33
Northside,2026-04-09,13,3,3,3,0.0,0,3,1.0
Northside,2026-04-09,14,6,6,6,0.67,0,3,2.0
Northside,2026-04-09,15,2,2,2,0.0,0,3,0.67
Northside,2026-04-09,16,6,6,6,0.17,0,3,2.0
Northside,2026-04-10,7,1,1,1,9.0,0,0,
Northside,2026-04-10,8,1,1,0,,1,2,0.5
Northside,2026-04-10,9,5,5,4,0.0,1,3,1.67
Northside,2026-04-10,10,2,1,1,0.0,0,3,0.33
Northside,2026-04-10,11,7,5,5,6.0,0,3,1.67
Northside,2026-04-10,12,1,0,0,,0,3,0.0
Northside,2026-04-10,13,3,3,3,0.0,0,3,1.0
Northside,2026-04-10,14,4,4,4,0.0,0,3,1.33
Northside,2026-04-10,15,8,8,7,0.0,1,3,2.67
Northside,2026-04-10,16,3,3,3,0.0,0,3,1.0
Northside,2026-04-11,8,4,4,4,2.5,0,2,2.0
Northside,2026-04-11,9,10,9,9,2.56,0,3,3.0
Northside,2026-04-11,10,4,4,4,0.25,0,3,1.33
Northside,2026-04-11,11,6,5,4,0.0,1,3,1.67
Northside,2026-04-11,12,4,4,4,0.0,0,3,1.33
Northside,2026-04-13,8,1,1,1,0.0,0,2,0.5
Northside,2026-04-13,9,8,8,8,2.0,0,3,2.67
Northside,2026-04-13,10,10,9,9,8.0,0,3,3.0
Northside,2026-04-13,11,7,7,6,9.5,1,3,2.33
Northside,2026-04-13,12,4,3,3,0.0,0,3,1.0
Northside,2026-04-13,13,4,3,3,0.0,0,3,1.0
Northside,2026-04-13,14,7,7,7,0.71,0,3,2.33
Northside,2026-04-13,15,11,8,8,2.25,0,3,2.67
Northside,2026-04-13,16,4,3,3,3.67,0,3,1.0
Northside,2026-04-14,7,1,1,1,2.0,0,0,
Northside,2026-04-14,9,3,3,3,0.0,0,3,1.0
Northside,2026-04-14,10,5,5,5,0.4,0,3,1.67
Northside,2026-04-14,11,6,5,5,0.4,0,3,1.67
Northside,2026-04-14,12,2,2,2,0.0,0,3,0.67
Northside,2026-04-14,13,2,2,2,0.0,0,3,0.67
Northside,2026-04-14,14,5,5,5,0.0,0,3,1.67
Northside,2026-04-14,15,9,9,9,3.11,0,3,3.0
Northside,2026-04-14,16,4,4,4,2.0,0,3,1.33
Northside,2026-04-15,8,2,2,2,0.0,0,2,1.0
Northside,2026-04-15,9,3,3,3,0.0,0,3,1.0
Northside,2026-04-15,10,8,6,6,0.17,0,3,2.0
Northside,2026-04-15,11,9,9,9,14.44,0,3,3.0
Northside,2026-04-15,12,2,2,2,0.0,0,3,0.67
Northside,2026-04-15,13,3,2,2,0.0,0,3,0.67
Northside,2026-04-15,14,8,8,8,6.0,0,3,2.67
Northside,2026-04-15,15,8,8,8,5.0,0,3,2.67
Northside,2026-04-15,16,1,1,1,0.0,0,3,0.33
Northside,2026-04-16,7,1,1,1,7.0,0,0,
Northside,2026-04-16,8,1,1,1,0.0,0,2,0.5
Northside,2026-04-16,9,6,6,6,2.33,0,3,2.0
Northside,2026-04-16,10,7,7,7,5.29,0,3,2.33
Northside,2026-04-16,11,5,5,4,0.25,1,3,1.67
Northside,2026-04-16,12,5,5,4,0.0,1,3,1.67
Northside,2026-04-16,13,2,2,2,0.0,0,3,0.67
Northside,2026-04-16,14,5,5,4,0.0,1,3,1.67
Northside,2026-04-16,15,11,10,10,16.8,0,3,3.33
Northside,2026-04-16,16,3,3,3,6.67,0,3,1.0
Northside,2026-04-16,17,1,1,1,0.0,0,0,
Northside,2026-04-17,7,1,1,1,12.0,0,0,
Northside,2026-04-17,8,3,2,2,0.0,0,2,1.0
Northside,2026-04-17,9,4,4,4,0.0,0,3,1.33
Northside,2026-04-17,10,11,11,10,13.9,1,3,3.67
Northside,2026-04-17,11,6,6,6,12.83,0,3,2.0
Northside,2026-04-17,12,2,2,2,0.5,0,3,0.67
Northside,2026-04-17,13,2,2,2,0.0,0,3,0.67
Northside,2026-04-17,14,1,1,1,0.0,0,3,0.33
Northside,2026-04-17,15,7,6,6,1.0,0,3,2.0
Northside,2026-04-17,16,2,2,2,0.0,0,3,0.67
Northside,2026-04-18,8,3,3,3,0.0,0,2,1.5
Northside,2026-04-18,9,9,9,9,0.22,0,3,3.0
Northside,2026-04-18,10,8,8,7,8.57,1,3,2.67
Northside,2026-04-18,11,5,4,4,0.5,0,3,1.33
Northside,2026-04-18,12,1,0,0,,0,3,0.0
Northside,2026-04-20,8,2,2,2,0.0,0,2,1.0
Northside,2026-04-20,9,7,7,7,2.29,0,3,2.33
Northside,2026-04-20,10,7,4,4,2.75,0,3,1.33
Northside,2026-04-20,11,8,8,6,0.5,2,3,2.67
Northside,2026-04-20,12,2,2,2,0.0,0,3,0.67
Northside,2026-04-20,13,4,4,4,0.0,0,3,1.33
Northside,2026-04-20,14,6,5,4,0.0,1,3,1.67
Northside,2026-04-20,15,6,5,5,0.0,0,3,1.67
Northside,2026-04-20,16,5,4,4,0.0,0,3,1.33
Northside,2026-04-21,7,1,1,1,20.0,0,0,
Northside,2026-04-21,8,2,2,2,0.0,0,2,1.0
Northside,2026-04-21,9,4,4,4,0.0,0,3,1.33
Northside,2026-04-21,10,7,7,7,1.86,0,3,2.33
Northside,2026-04-21,11,4,4,4,0.25,0,3,1.33
Northside,2026-04-21,12,3,3,3,0.0,0,3,1.0
Northside,2026-04-21,13,4,4,4,0.0,0,3,1.33
Northside,2026-04-21,14,6,6,6,0.0,0,3,2.0
Northside,2026-04-21,15,5,4,4,3.5,0,3,1.33
Northside,2026-04-21,16,2,2,2,0.0,0,3,0.67
Northside,2026-04-22,8,5,5,5,2.2,0,2,2.5
Northside,2026-04-22,9,4,4,4,0.0,0,3,1.33
Northside,2026-04-22,10,10,10,9,9.67,1,3,3.33
Northside,2026-04-22,12,2,2,2,0.0,0,3,0.67
Northside,2026-04-22,14,3,3,3,0.0,0,3,1.0
Northside,2026-04-22,15,5,4,4,0.0,0,3,1.33
Northside,2026-04-22,16,7,6,6,0.67,0,3,2.0
Northside,2026-04-23,8,5,5,5,10.0,0,2,2.5
Northside,2026-04-23,9,3,3,3,0.0,0,3,1.0
Northside,2026-04-23,10,8,8,8,2.25,0,3,2.67
Northside,2026-04-23,11,3,3,3,0.0,0,3,1.0
Northside,2026-04-23,12,1,1,1,0.0,0,3,0.33
Northside,2026-04-23,13,1,1,1,0.0,0,3,0.33
Northside,2026-04-23,14,6,6,6,7.33,0,3,2.0
Northside,2026-04-23,15,7,7,6,26.0,1,3,2.33
Northside,2026-04-23,16,5,4,4,3.25,0,3,1.33
Northside,2026-04-24,8,2,2,2,0.0,0,2,1.0
Northside,2026-04-24,9,4,4,4,0.0,0,3,1.33
Northside,2026-04-24,10,9,8,7,2.0,1,3,2.67
Northside,2026-04-24,11,9,9,8,12.62,1,3,3.0
Northside,2026-04-24,12,2,2,2,0.0,0,3,0.67
Northside,2026-04-24,13,2,2,2,0.0,0,3,0.67
Northside,2026-04-24,14,3,2,2,0.0,0,3,0.67
Northside,2026-04-24,15,4,3,3,0.0,0,3,1.0
Northside,2026-04-24,16,3,3,3,0.0,0,3,1.0
Northside,2026-04-25,8,4,3,3,0.0,0,2,1.5
Northside,2026-04-25,9,7,7,7,0.14,0,3,2.33
Northside,2026-04-25,10,6,4,4,0.5,0,3,1.33
Northside,2026-04-25,11,5,4,4,0.0,0,3,1.33
Northside,2026-04-25,12,1,1,1,0.0,0,3,0.33
Northside,2026-04-27,9,6,6,6,0.17,0,3,2.0
Northside,2026-04-27,10,3,3,3,0.0,0,3,1.0
Northside,2026-04-27,11,3,3,3,0.0,0,3,1.0
Northside,2026-04-27,12,1,1,1,0.0,0,3,0.33
Northside,2026-04-27,13,5,5,5,5.2,0,3,1.67
Northside,2026-04-27,14,4,3,3,0.0,0,3,1.0
Northside,2026-04-27,15,2,2,2,0.0,0,3,0.67
Northside,2026-04-27,16,3,3,3,0.0,0,3,1.0
Northside,2026-04-28,8,2,1,0,,1,2,0.5
Northside,2026-04-28,9,3,3,3,0.0,0,3,1.0
Northside,2026-04-28,10,6,6,6,4.0,0,3,2.0
Northside,2026-04-28,11,3,3,3,2.33,0,3,1.0
Northside,2026-04-28,12,1,0,0,,0,3,0.0
Northside,2026-04-28,14,4,4,4,0.0,0,3,1.33
Northside,2026-04-28,15,7,6,6,1.67,0,3,2.0
Northside,2026-04-28,16,2,2,2,0.0,0,3,0.67
Northside,2026-04-29,7,1,1,1,13.0,0,0,
Northside,2026-04-29,8,3,2,2,0.0,0,2,1.0
Northside,2026-04-29,9,6,6,4,0.0,2,3,2.0
Northside,2026-04-29,10,9,9,8,11.75,1,3,3.0
Northside,2026-04-29,11,4,4,4,8.75,0,3,1.33
Northside,2026-04-29,12,2,2,2,0.0,0,3,0.67
Northside,2026-04-29,13,5,5,5,0.0,0,3,1.67
Northside,2026-04-29,14,8,7,6,0.0,1,3,2.33
Northside,2026-04-29,15,10,9,9,9.89,0,3,3.0
Northside,2026-04-29,16,2,2,2,1.0,0,3,0.67
Northside,2026-04-30,8,2,1,1,0.0,0,2,0.5
Northside,2026-04-30,9,8,6,5,0.0,1,3,2.0
Northside,2026-04-30,10,9,8,8,6.25,0,3,2.67
Northside,2026-04-30,11,1,1,1,0.0,0,3,0.33
Northside,2026-04-30,12,3,3,3,0.0,0,3,1.0
Northside,2026-04-30,13,4,4,4,0.0,0,3,1.33
Northside,2026-04-30,14,4,4,4,0.0,0,3,1.33
Northside,2026-04-30,15,2,2,2,0.0,0,3,0.67
Northside,2026-04-30,16,3,3,3,0.0,0,3,1.0
Northside,2026-05-01,8,5,4,4,0.0,0,2,2.0
Northside,2026-05-01,9,6,6,5,2.2,1,3,2.0
Northside,2026-05-01,10,7,7,5,7.2,2,3,2.33
Northside,2026-05-01,11,4,4,3,0.0,1,3,1.33
Northside,2026-05-01,12,4,2,2,0.0,0,3,0.67
Northside,2026-05-01,13,1,1,1,0.0,0,3,0.33
Northside,2026-05-01,14,3,3,2,0.0,1,3,1.0
Northside,2026-05-01,15,6,6,5,0.0,1,3,2.0
Northside,2026-05-01,16,6,5,5,0.0,0,3,1.67
Northside,2026-05-02,8,1,1,1,0.0,0,2,0.5
Northside,2026-05-02,9,7,5,5,0.0,0,3,1.67
Northside,2026-05-02,10,8,7,5,0.0,2,3,2.33
Northside,2026-05-02,11,5,5,5,1.2,0,3,1.67
Northside,2026-05-02,12,4,4,4,0.0,0,3,1.33
Northside,2026-05-02,13,1,1,1,0.0,0,0,
Northside,2026-05-04,8,5,5,5,4.6,0,2,2.5
Northside,2026-05-04,9,7,7,6,1.17,1,3,2.33
Northside,2026-05-04,10,13,12,12,9.92,0,3,4.0
Northside,2026-05-04,11,6,3,3,0.33,0,3,1.0
Northside,2026-05-04,12,4,3,3,0.0,0,3,1.0
Northside,2026-05-04,13,3,3,3,0.0,0,3,1.0
Northside,2026-05-04,14,4,3,3,0.0,0,3,1.0
Northside,2026-05-04,15,9,7,7,6.57,0,3,2.33
Northside,2026-05-04,16,4,4,4,5.0,0,3,1.33
Northside,2026-05-05,9,9,8,8,1.12,0,3,2.67
Northside,2026-05-05,10,9,8,8,2.75,0,3,2.67
Northside,2026-05-05,11,8,8,7,3.29,1,3,2.67
Northside,2026-05-05,12,1,1,1,0.0,0,3,0.33
Northside,2026-05-05,13,3,3,3,0.0,0,3,1.0
Northside,2026-05-05,14,6,6,6,3.5,0,3,2.0
Northside,2026-05-05,15,12,10,9,15.56,1,3,3.33
Northside,2026-05-05,16,5,5,5,15.2,0,3,1.67
Northside,2026-05-06,8,1,1,1,0.0,0,2,0.5
Northside,2026-05-06,9,3,3,3,0.0,0,3,1.0
Northside,2026-05-06,10,8,8,8,0.75,0,3,2.67
Northside,2026-05-06,11,7,6,6,0.0,0,3,2.0
Northside,2026-05-06,13,1,1,1,0.0,0,3,0.33
Northside,2026-05-06,14,5,5,4,0.0,1,3,1.67
Northside,2026-05-06,15,7,7,7,4.71,0,3,2.33
Northside,2026-05-06,16,4,4,4,0.0,0,3,1.33
Northside,2026-05-07,7,2,2,2,4.5,0,0,
Northside,2026-05-07,8,3,3,3,4.67,0,2,1.5
Northside,2026-05-07,9,3,3,3,0.0,0,3,1.0
Northside,2026-05-07,10,6,6,6,0.0,0,3,2.0
Northside,2026-05-07,11,4,3,3,0.0,0,3,1.0
Northside,2026-05-07,12,3,3,3,0.0,0,3,1.0
Northside,2026-05-07,13,3,3,3,0.0,0,3,1.0
Northside,2026-05-07,14,2,2,2,0.0,0,3,0.67
Northside,2026-05-07,15,4,4,4,0.0,0,3,1.33
Northside,2026-05-07,16,1,1,1,0.0,0,3,0.33
Northside,2026-05-08,7,1,1,1,13.0,0,0,
Northside,2026-05-08,8,2,2,2,0.0,0,2,1.0
Northside,2026-05-08,9,6,5,5,0.0,0,3,1.67
Northside,2026-05-08,10,7,7,7,6.14,0,3,2.33
Northside,2026-05-08,11,3,3,3,0.0,0,3,1.0
Northside,2026-05-08,13,4,3,1,0.0,2,3,1.0
Northside,2026-05-08,14,1,1,1,0.0,0,3,0.33
Northside,2026-05-08,15,6,5,5,0.0,0,3,1.67
Northside,2026-05-08,16,1,1,1,0.0,0,3,0.33
Northside,2026-05-09,8,7,7,7,1.71,0,2,3.5
Northside,2026-05-09,9,5,5,5,1.4,0,3,1.67
Northside,2026-05-09,10,10,9,9,0.0,0,3,3.0
Northside,2026-05-09,11,1,0,0,,0,3,0.0
Northside,2026-05-09,12,3,3,3,0.0,0,3,1.0
Northside,2026-05-11,7,1,1,1,9.0,0,0,
Northside,2026-05-11,8,3,3,3,0.0,0,2,1.5
Northside,2026-05-11,9,9,7,7,1.86,0,3,2.33
Northside,2026-05-11,10,6,5,5,5.2,0,3,1.67
Northside,2026-05-11,11,5,3,2,0.0,1,3,1.0
Northside,2026-05-11,12,3,3,3,0.0,0,3,1.0
Northside,2026-05-11,13,3,3,3,0.0,0,3,1.0
Northside,2026-05-11,14,9,9,8,1.5,1,3,3.0
Northside,2026-05-11,15,9,9,9,2.22,0,3,3.0
Northside,2026-05-11,16,2,1,1,0.0,0,3,0.33
Northside,2026-05-12,8,6,6,6,3.0,0,2,3.0
Northside,2026-05-12,9,4,4,4,0.0,0,3,1.33
Northside,2026-05-12,10,7,6,6,0.0,0,3,2.0
Northside,2026-05-12,11,2,2,2,0.0,0,3,0.67
Northside,2026-05-12,12,3,3,3,0.0,0,3,1.0
Northside,2026-05-12,13,2,2,2,0.0,0,3,0.67
Northside,2026-05-12,14,6,6,6,2.33,0,3,2.0
Northside,2026-05-12,15,7,6,6,0.0,0,3,2.0
Northside,2026-05-12,16,3,3,3,0.33,0,3,1.0
Northside,2026-05-13,9,7,7,7,0.71,0,3,2.33
Northside,2026-05-13,10,7,6,5,0.0,1,3,2.0
Northside,2026-05-13,11,7,6,6,0.0,0,3,2.0
Northside,2026-05-13,12,4,4,4,0.25,0,3,1.33
Northside,2026-05-13,13,4,4,4,0.0,0,3,1.33
Northside,2026-05-13,14,7,6,6,0.0,0,3,2.0
Northside,2026-05-13,15,7,7,7,1.43,0,3,2.33
Northside,2026-05-13,16,1,1,1,0.0,0,3,0.33
Northside,2026-05-14,9,6,6,6,1.0,0,3,2.0
Northside,2026-05-14,10,9,9,8,3.75,1,3,3.0
Northside,2026-05-14,11,5,3,3,0.0,0,3,1.0
Northside,2026-05-14,12,2,2,2,0.0,0,3,0.67
Northside,2026-05-14,13,2,2,1,0.0,1,3,0.67
Northside,2026-05-14,14,7,7,7,1.0,0,3,2.33
Northside,2026-05-14,15,6,5,5,0.0,0,3,1.67
Northside,2026-05-14,16,3,3,3,0.0,0,3,1.0
Northside,2026-05-14,17,1,1,1,0.0,0,0,
Northside,2026-05-15,8,3,3,3,0.0,0,2,1.5
Northside,2026-05-15,9,4,4,3,0.0,1,3,1.33
Northside,2026-05-15,10,6,6,6,0.0,0,3,2.0
Northside,2026-05-15,11,5,5,4,0.0,1,3,1.67
Northside,2026-05-15,12,3,3,3,0.0,0,3,1.0
Northside,2026-05-15,13,2,2,2,0.0,0,3,0.67
Northside,2026-05-15,14,6,5,4,0.0,1,3,1.67
Northside,2026-05-15,15,7,7,7,1.14,0,3,2.33
Northside,2026-05-15,16,2,2,2,0.0,0,3,0.67
Northside,2026-05-16,7,1,1,1,1.0,0,0,
Northside,2026-05-16,8,2,2,2,0.0,0,2,1.0
Northside,2026-05-16,9,5,5,5,0.0,0,3,1.67
Northside,2026-05-16,10,11,11,11,4.45,0,3,3.67
Northside,2026-05-16,11,6,4,4,0.0,0,3,1.33
Northside,2026-05-16,12,2,2,2,0.0,0,3,0.67
Northside,2026-05-18,7,1,1,1,2.0,0,0,
Northside,2026-05-18,8,5,5,5,3.4,0,2,2.5
Northside,2026-05-18,9,7,5,5,0.0,0,3,1.67
Northside,2026-05-18,10,6,5,5,0.0,0,3,1.67
Northside,2026-05-18,11,4,4,3,0.0,1,3,1.33
Northside,2026-05-18,12,4,4,4,0.0,0,3,1.33
Northside,2026-05-18,13,1,0,0,,0,3,0.0
Northside,2026-05-18,14,13,12,11,7.45,1,3,4.0
Northside,2026-05-18,15,6,6,5,12.8,1,3,2.0
Northside,2026-05-18,16,4,3,3,0.0,0,3,1.0
Northside,2026-05-18,17,1,1,1,0.0,0,0,
Northside,2026-05-19,8,4,4,4,1.5,0,2,2.0
